575;Speed;28
576;Strike;28
577;Superlight;28
578;Target;28
579;TX;28
580;TX 125;28
581;Zahara;28
582;ZenZero;28
583;1050 Adventure;29
584;1190 Adventure;29
585;1190 RC8;29
586;1190 RC8 R;29
587;1190 RC8 R Track;29
588;125 Duke;29
589;1290 Super Adventure;29
590;1290 Super Duke;29
591;200 Duke;29
592;200 RC;29
593;250 Duke;29
594;250 SX;29
595;390 Duke;29
596;450 SMR;29
597;690 Duke;29
598;690 Enduro;29
599;690 SMC;29
600;690 Supermoto;29
601;990 Adventure;29
602;990 SM R;29
603;990 SM T;29
604;990 Super Duke;29
605;990 Supermoto;29
606;EXC;29
607;Freeride;29
608;MX;29
609;Rally;29
610;RC 125;29
611;RC 200;29
612;RC 250;29
613;RC 390;29
614;SX-T;29
615;XC-W;29
616;Agility;30
617;City;30
618;CK1;30
619;Dink;30
620;DJ;30
621;Downtown;30
622;G-Dink;30
623;G5;30
624;Grand Dink;30
625;Grandvista;30
626;K-Pipe;30
627;K-PW 125;30
628;K-XCT;30
629;KPW 125;30
630;KR;30
631;Like;30
632;Movie 150;30
633;Movie S;30
634;MyRoad;30
635;People;30
636;Pulsar;30
637;Quannon;30
638;Sento;30
639;Super 8;30
640;Super Dink;30
641;Venox;30
642;Vitality;30
643;X-Town;30
644;Xciting;30
645;Yager;30
646;Yager GT;30
647;Zing II;30
648;CC125;31
649;CCR125;31
650;CCR150;31
651;CCS150;31
652;Duxingxia;31
653;Hero;31
654;Huangjiajianshi;31
655;Huangma;31
656;Jiayue;31
657;Jintu;31
658;Jinyi;31
659;Jinzhu;31
660;KP150;31
661;KPmini;31
662;KPR150;31
663;KPR200;31
664;LF125;31
665;LF250;31
666;Prince;31
667;Qijian;31
668;Shenfeng;31
669;windcloud;31
670;XinCbao;31
671;Xinhaoying;31
672;Xinjieba;31
673;Zhuifeng;31
674;Zhuyue;31
675;GP200;32
676;GP200R;32
677;GP250;32
678;LX125-52A;32
679;LX125-55A;32
680;LX125-55C;32
681;LX125-58;32
682;LX125-70;32
683;LX125-70D;32
684;LX125-70E;32
685;LX125-72;32
686;LX125-72A;32
687;LX125-75;32
688;LX125-76;32
689;LX125T-30;32
690;LX125T-37;32
691;LX125T-38;32
692;LX125T-39;32
693;LX125T-50;32
694;LX150-52;32
695;LX150-52D;32
696;LX150-55;32
697;LX150-56;32
698;LX150-56A;32
699;LX150-59;32
700;LX150-62;32
701;LX150-70C;32
702;LX150-70E;32
703;LX150-70F;32
704;LX150-76;32
705;LX150GY;32
706;LX200;32
707;LX650;32
708;Blog;33
709;Centro;33
710;Madison;33
711;Password;33
712;Spidermax;33
713;GTR;34
714;MadAss;34
715;Megelli 250;34
716;Naked 250;34
717;R 150 VX;34
718;RX;34
719;SuperMoto 250;34
720;X-ROAD;34
721;1200 Sport;35
722;Audace;35
723;Bellagio;35
724;Breva;35
725;Breva 1200;35
726;California;35
727;California 90;35
728;California Classic;35
729;California Custom;35
730;California Touring;35
731;California Vintage;35
732;Eldorado;35
733;Griso;35
734;Griso 8V;35
735;MGX-21;35
736;Nevada;35
737;Norge;35
738;Stelvio;35
739;V7;35
740;V9;35
741;9 1/2;36
742;Corsaro;36
743;Granpasso;36
744;Scrambler;36
745;Sport;36
746;B3;37
747;Brutale;37
748;F3;37
749;F4;37
750;Rivale;37
751;Stradale;37
752;Turismo Veloce;37
753;2T;38
754;Citystar;38
755;Django;38
756;Geopolis;38
757;LXR;38
758;Metropolis;38
759;Satelis;38
760;Satelis 2;38
761;Speedfight 3;38
762;Sum-Up;38
763;Tweet;38
764;Vivacity;38
765;XR7;38
766;Beverly;39
767;BV 350;39
768;Carnaby;39
769;Fly;39
770;Liberty;39
771;Medley;39
772;MP3;39
773;TPH;39
774;X10;39
775;X7;39
776;XEvo;39
777;ZIP;39
778;City Fly;40
779;Classic;40
780;FLY;40
781;GPR;40
782;I Shine;40
783;MP3;40
784;Robinson;40
785;Sport City;40
786;STX CAFE;40
787;Tory;40
788;Vespa;40
789;Vivo;40
790;Zip;40
791;BJ250T-8;41
792;Changpao;41
793;Chaojingang;41
794;city wind;41
795;Fengbaotaizi;41
796;Huanglong;41
797;Jingang;41
798;Jintaizi;41
799;Jinxiwang;41
800;Kuayue;41
801;Langbaolong;41
802;Langyue;41
803;Lingyue;41
804;Mengyue;41
805;Qianjianglong;41
806;Taizilong;41
807;Wangzhongwang;41
808;Wolong;41
809;Wuyang;41
810;Xianglong;41
811;Xinkuanjingang;41
812;Xiwang;41
813;Xiwangshandiban;41
814;Xunhangzhe;41
815;Yulong;41
816;125;42
817;200;42
818;300;42
819;500;42
820;Bolt 250;43
821;Custom 250;43
822;Discover 250;43
823;Explorer 150;43
824;F35 150;43
825;F40 150;43
826;Fire 150;43
827;Jet 125;43
828;Max 150;43
829;New Wave 125;43
830;Racing 200;43
831;Sun 150;43
832;X2 250;43
833;CB125X;44
834;CB190;44
835;CBF125;44
836;CBF150-SF;44
837;CBX150;44
838;CG125;44
839;Dio;44
840;Mojet;44
841;SDH125-46;44
842;SDH125-50;44
843;SDH125-52;44
844;SDH125-53;44
845;SDH125-56;44
846;SDH125-A;44
847;SDH125-B;44
848;SDH125-V;44
849;SDH125T;44
850;SDH150;44
851;SDH150-21;44
852;SDH150-22;44
853;Shadow;44
854;B-King;45
855;Bandit 1250;45
856;Bandit 650;45
857;Boulevard C;45
